zpid 	 street 	 zipcode 	 city 	 state 	 latitude 	 longitude 	 price 	 bedrooms 	 bathrooms 	 finishedSqFt 	 lotSizeSqFt 	 yearBuilt 	 yearUpdated 	 numFloors 	 view 	 parkingType 	 heatingSources 	 heatingSystem 	 rooms 	 homeDescription 	 neighborhood 	 schoolDistrict 
40002426	221 4th Ave	07027	GARWOOD	NJ	40.656565	-74.321439	NA	6	2.0	2460	5998	1964	NA	2	NA	Garage - Attached	Gas	Forced air	Dining room	NA	NA	LARGE 3 BR 1ST & 2ND FLOORS, ,CAC, HW FLOORS NEWER KIT AND BATH , GARAGE , STORAGE SPACE,WDHU, TENANT TO SARE REAR YARD
40002431	203 4th Ave	07027	GARWOOD	NJ	40.656732	-74.320729	NA	1	1.0	NA	5001	1950	NA	NA	NA	On-street	NA	NA	NA	NA	NA	2nd floor unit - Non Smoker - Large rooms - all utilities included Street parking VACANT - Lockbox on railing please be sure to leave business card -  shut off lights and lock door. Owner will provide Refigerator
40002440	230 3rd Ave	07027	GARWOOD	NJ	40.656097	-74.321812	NA	3	2.0	2000	3750	1902	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
40002441	232 3rd Ave	07027	GARWOOD	NJ	40.656079	-74.321945	NA	3	2.0	NA	7405	1940	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lovely move-in condition &just painted LARGE 2nd and 3rd floor apt with Central Air.  Front and rear entrances, Washer, Dryer and Refrigerator included, Storage in Bsmt, Large yard, Shared double wide driveway w/1st floor tenant. Owner does lawn, 2nd floor tenant does snow removal. Garbage included. A few short blocks to NYC Bus and Train, and all shopping. Quiet street and convenient location. Owner requests NO smoking and NO pets PLEASE!
40002448	304 Cedar St	07027	GARWOOD	NJ	40.65591	-74.323186	NA	4	2.0	1271	5001	1950	NA	3	NA	Off-street	Gas	NA	Dining room, Family room	NA	NA	NA
40002450	312 Cedar St	07027	GARWOOD	NJ	40.656192	-74.323162	NA	5	3.0	3200	7500	2016	NA	2	Park	Garage - Attached	NA	NA	NA	NA	NA	Enter into this stunning two-story through a foyer with a magnificent staircase adjacent to a formal private living room. Walk down to a formal dining room that opens up to an impressive state-of-the-art kitchen, along with a central island facing a beautiful breakfast area with open, vaulted ceilings. In the family room is a custom-mantle gas fireplace and sliding doors leading to an exceptional, large backyard for your maximum entertaining. 1st floor also offers a bedroom, hall, full bathroom, and private entrance from garage. Second floor offers well appointed master suite with soaking tub and walk-in shower, along with two walk-in closets; three other large bedrooms; and another full bath. This home offers beautiful mill work throughout with tray ceilings, vaulted ceilings, and so much more.
40002458	67 4th Ave	07027	GARWOOD	NJ	40.656877	-74.319152	NA	1	1.0	2390	6098	1940	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lovely remodeled move in condition 2nd floor apartment with dining room that could be 2nd bedroom. Private entrance, use of yard and basement. Must have an appointment to view. Available August 1st
40002461	55 4th Ave	07027	GARWOOD	NJ	40.656946	-74.318638	NA	4	2.0	1448	7501	1924	NA	2	NA	NA	NA	NA	NA	NA	NA	Extremely well maintained and spacious 4BR 2 Bath colonial style home. Situated in the best of locations on a dead end street. Parklike yard with above ground pool, and deck. This lovely home features a first level den, huge eat in Kitchen, dining and living room. This house also boasts huge first floor master bedroom. Second level with 3 large bedrooms, and a sitting area. Enough room for everyone. Home is in good shape but everything is being sold in "as is" condition. DW is very temperamental, sometimes works sometime not
40002473	52 3rd Ave	07027	GARWOOD	NJ	40.656554	-74.318453	NA	1	1.0	NA	6098	1910	NA	NA	NA	Off-street, On-street	Gas	Forced air	NA	NA	NA	Recently renovated with new kitchen, new bath.  Gleaming hardwood floors and new windows.  Tenant has use of washer/dryer in basement, along with a locked storage area. .  Large rear yard is shared with downstairs tenant.  Newer HE Central Air, furnace and hot water heater.  Close to transportation and shopping. Access to yard from back door.   No pets, no smokers!
40002483	239 3rd Ave	07027	GARWOOD	NJ	40.655447	-74.322161	NA	4	2.0	1440	12196	1950	NA	NA	NA	Garage - Attached	Gas	Forced air	NA	NA	NA	With one of the largest lots in the neighborhood, 80 x 150, this newly renovated 4 bedroom cape cod is ready for you to call it home! New stainless kitchen with granite counters, updated bathrooms, new roof, floors, windows, recessed lighting, heating system, central air conditioning and much more. Nestled in between Cranford and Westfield, close to shopping, entertainment, restaurants, Rts. 22, 78, GS Pkwy and only a few blocks from Garwood Train Station. $1000 credit to buyer for refrigerator.
40002495	212 2nd Ave	07027	GARWOOD	NJ	40.655247	-74.320557	NA	3	2.0	2000	2500	1980	NA	NA	NA	NA	NA	NA	NA	NA	NA	Type a description about your property here.
40002506	252 2nd Ave	07027	GARWOOD	NJ	40.655011	-74.322295	NA	6	3.0	2336	5998	1971	NA	2	None	Garage - Attached	Gas	Baseboard	Dining room	NA	NA	multi family separate entrances
first level level 3 bedroom 1 bath LR, DR, kitchen 
upper level 3 bedroom 1 bath LR, DR, kitchen
patio and deck
40002513	204 Cedar St	07027	GARWOOD	NJ	40.655376	-74.323041	NA	3	1.5	1412	3920	1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	Best price in town. Charming home that needs some updating. Close to everything location. Furnace 2011, Roof 2012,HWH 2014,Shed 2014.HDW floors, Newer windows and outside doors have been replaced. Formal dining room, sun room, first floor 1/2 bath, pantry and office. A personal touch is all it needs. Office can be a small den overlooking yard, or a guest room with no closet.
40002516	83 3rd Ave	07027	GARWOOD	NJ	40.655821	-74.319413	NA	1	1.0	2152	5998	1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light bright and airy first floor one bedroom apartment. Freshly painted, huge eat in Kitchen and Formal DR, and close to everything location. Tenant is responsible for the fee 10% of yearly rent. Some pet restrictions
40002517	79 3rd Ave	07027	GARWOOD	NJ	40.655843	-74.319253	NA	5	2.0	1920	7501	1964	NA	NA	NA	Garage - Attached	Gas	Baseboard	NA	NA	NA	Move right into this immaculate, updated home. Features include oversized rooms, large bedrooms--2 with walkk-in closets, 2 new bathrooms, updated kitchen, finished basement, newer roof, 
40002524	45 3rd Ave	07027	GARWOOD	NJ	40.655991	-74.318131	NA	4	2.0	1344	40	1950	2014	2	NA	On-street	Gas	Baseboard	Breakfast nook, Dining room, Family room, Laundry room, Master bath, Recreation room	NA	NA	PRICED REDUCED THIS WEEKEND FOR A QUICK SALE, SELLER VERY MOTIVATED!
Completely renovated 4 bed/2 full bath colonial in the beautiful town of Garwood, close to all amenities.  Home boasts of a lovely entrance to a small foyer, Living Room and formal Dining Room, a family room with open plan to Kitchen with SS appliances and Kitchen Nook/Breakfast area, storage closet, full bath.  Hardwood floors throughout on first floor. Second floor has 4 bedrooms and 1 full bath with shower stall and bath tub.  There is a full basement, partially finished, unfinished for storage, laundry room and utilities.  There is a 3 zone heat/AC system, new hot water heater, new plumbing, new electrics.   Outside, sliders from family room lead to a large new Deck, great for entertaining, and a deep backyard fully fenced and has a storage shed.  Great neighborhood, you will love to call this home, excellent schools, easy access to all transportations including NJ transit and buses.  CALL Listing Agent on 908-477-4486 for a private viewing.  
40002525	41 3rd Ave	07027	GARWOOD	NJ	40.656019	-74.317992	NA	3	2.0	1356	5998	1902	NA	2	NA	Off-street, On-street	NA	NA	NA	NA	NA	Beautifully maintained 1 bedroom apartment with updated kitchen, bathroom, office, hardwood floors, and laundry in basement. Walking distance to train. Off-street parking available. Tenants pays gas and electric. Owner pays water, sewer, garbage and lawn maintenance. No smoking, No pets. 
 Call 732-319-2349 for details. 
 Available July 10th $1350 per month 1  1/2 months security due upon signing lease.

No Smoking.  No Pets.
40002526	39 3rd Ave	07027	GARWOOD	NJ	40.656038	-74.317818	NA	6	2.0	3204	8999	1980	NA	NA	NA	Garage - Detached	NA	Baseboard	NA	NA	NA	WOW! Large well taken of, two family home. This home features a Duplex side by side, each apartment has three bedrooms, master bedroom with his/hers closest and half bathroom, living room, dining room, eat in kitchen, family room and powder room. Two separate full basement with walk out. Large lot with plenty of space for BBQ's detach two car over sized garage. A MUST SEE!!!
40002530	17 3rd Ave	07027	GARWOOD	NJ	40.656129	-74.317144	NA	4	2.0	1640	5998	1902	NA	2	NA	Garage - Detached, Off-street	NA	NA	NA	NA	NA	NA
40002531	15 3rd Ave	07027	GARWOOD	NJ	40.656149	-74.317002	NA	1	1.0	999	6098	1921	NA	NA	NA	Garage - Attached	NA	Baseboard	NA	NA	NA	Bright first floor one bedroom apartment in a two family house, up dated kitchen and bath.  Great street quite neighborhood.  Hardwood floors, laundry area in the basement with washer  and dryer. located conveniently to NYC transportation bus and train.
40002537	14 2nd Ave	07027	GARWOOD	NJ	40.655925	-74.316022	NA	3	1.0	NA	8973	1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	2nd and 3rd floor of 2 family home.  Renovated kitchen w/granite counters and new appls and updated, tiled bath. Interior completely painted in neutral colors; new carpet and refinished hardwood floors. LR, DR, Kit, 2BR's and full bath on main level.  Walk-up to 3rd floor to bedroom + office/lounge area and eave storage.  Tenant pays 1st $100 of all repairs; heat, hot water, elec.  W/D and storage provided in basement.  One off-street parking space in driveway.  Great location to both bustling towns of Garwood and Cranford.  NJ Transit rail and bus service to NYC just blocks away.  Minutes to restaurants, delis, food shopping, coffee houses, and fitness and personal services.
40002542	36 2nd Ave	07027	GARWOOD	NJ	40.655746	-74.316888	NA	2	1.0	NA	7501	1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	Extremely Spacious updated 2 bedroom first floor Apartment. New carpet, freshly painted, new bath,new windows, and interior doors. Private basement access with Washer Dryer hookup. Tenant Pays the Fee This apartment is absolutely spotless and meticulously maintained. Fantastic close to everything location and quiet residential street. No smoking, No pets, No exceptions.
40002544	46 2nd Ave	07027	GARWOOD	NJ	40.655686	-74.317331	NA	2	2.0	1342	7405	1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	GREAT LOCATION! Only a few blocks to Garwood/Cranford train station! Legal one bedroom in each unit, with 2 bonus rooms in the attic,and also in the basement. Separate utilities. HUGE yard! AS-IS IDEALLY located only seven blocks east to Cranford's Downtown area filled with shops, cafes, restaurants, and the Cranford train station, and five blocks west to the Garwood train! Each unit is a legal one bedroom, plus two bonus rooms in the attic, and 2 bonus rooms in the basement, which allow for much more space. There is also a separate laundry/utility area in the basement, and a HUGE backyard! The owner currently rents the 2nd floor plus attic for $1250. The 1st floor plus basement usually rents for $1450+. The utilties are separate. AS-IS
40002549	64 2nd Ave	07027	GARWOOD	NJ	40.655565	-74.318217	NA	1	1.0	NA	7501	1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	4 room apartment in quiet residential are near bus and train. Use of basement for storage and washer. Small pets are okay.
40002553	80 2nd Ave	07027	GARWOOD	NJ	40.655469	-74.318926	NA	4	2.0	1500	7501	1920	NA	3	None	Garage - Detached, Off-street, On-street	Gas	Forced air	Dining room, Family room, Laundry room, Office	NA	NA	Bright Colonial on lovely tree-lined street. 
40002562	255 2nd Ave	07027	GARWOOD	NJ	40.654444	-74.322544	NA	NA	NA	2	3999	1973	NA	3	None	Garage - Attached	Gas	Forced air	Family room, Dining room	Close to Transportation and Shopping	NA	Totally renovated 2 family home featuring hardwood floors, central air, stainless appliances, granite counter tops, master suite with full bath in first floor unit, recess lighting, open floor plan, rear patio, laundry clost for both units, walking distance to train station and downtown area.  A must see!!
40002563	251 2nd Ave	07027	GARWOOD	NJ	40.654399	-74.322368	NA	4	2.0	1144	7501	1916	2006	2	NA	Garage - Detached	Gas	NA	Dining room, Family room	NA	NA	NA
40002565	245 2nd Ave	07027	GARWOOD	NJ	40.654449	-74.322001	NA	5	2.5	NA	6451	1902	NA	NA	NA	On-street	Gas	Baseboard	NA	NA	NA	Updated 2nd floor unit offers 2 bdrm, 2 full baths, Living room, Eat-in Kitchen w/ granite counter-tops, Office & Sun porch. Gorgeous hardwood flrs, Living level laundry room. Ideal commuter location. No Smoking. No Pets. Unit to be professionally painted. Landlord requires use of NTN for all tenant applications/credit checks.
40002567	235 2nd Ave	07027	GARWOOD	NJ	40.654495	-74.321659	NA	4	2.0	2519	7405	1954	NA	NA	NA	NA	NA	NA	NA	NA	NA	*Spacious Cape Cod Home Situated On Large Deep Lot * Ideal location just two blocks to Garwood Train Station (Raritan valley line) * Offers 3/4 bedrooms * Spacious Kitchen * Formal Dining Room * Partly Finished Basement with Full Bath * Three Season Porch * Two Full Baths * Newer Roof * Wood Floors * Updated Electric * Copper Plumbing * Gas Furnace * Hot Water Heater and One Car Attached Garage * Ideal location close to NYC commuter transportation, Unami Park, School, downtown restaurants and shopping...
40002575	201 2nd Ave	07027	GARWOOD	NJ	40.654688	-74.320241	NA	3	1.0	1856	7405	1948	NA	NA	NA	NA	NA	NA	NA	NA	NA	Vision and potential galore and this will be a real charmer. Huge family room addition, hardwood floors, and beautiful parklike property. Light, bright and airy also includes a 3 season sun porch. Close to everything location including public transportation and all shopping. This home is being sold in "AS IS" condition. Seller will provide a certificate of occupancy.
40002578	256 North Ave	07027	GARWOOD	NJ	40.653945	-74.322626	NA	3	1.0	NA	7501	1902	NA	NA	NA	NA	Gas	NA	Walk-in closet	NA	NA	Lovely first floor apartment with new brand new bathroom, freshly painted. Kitchen 2005, Pergo floor, Thermopane Windows, Washer/Dryer hookup in basement, walk-in closet, shared parking lot.Tenant insurance required.
40002579	260 North Ave	07027	GARWOOD	NJ	40.653921	-74.322803	NA	4	2.0	1260	7405	1929	NA	NA	NA	NA	Gas	NA	Dining room	NA	NA	NA
40002582	79 2nd Ave	07027	GARWOOD	NJ	40.654833	-74.31969	NA	3	2.0	950	4791	1960	NA	NA	NA	NA	NA	NA	NA	NA	NA	GREAT LOCATION! THIS LOVELY APARTMENT IS LOCATED ON THE 2ND FLOOR, FEATURES 3BEDROOMS, 2 FULL BATHS, FRML LIVING ROOM, DINING ROOM, EAT IN KITCHEN, CARPETED FLOORS, ACCESS TO LAUNDRY ROOM & MUCH MORE!
40002588	51 2nd Ave	07027	GARWOOD	NJ	40.65494	-74.318388	NA	1	1.5	1728	11252	1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	ALL UTILITIES INCLUDED 
  Close to transportation and shopping. Quite street. A must see
40002590	41 2nd Ave	07027	GARWOOD	NJ	40.654988	-74.318034	NA	4	1.0	1110	3920	1912	NA	2	NA	Off-street, On-street	Solar	Forced air	Dining room, Mud room, Pantry	NA	NA	BEST VALUE IN GARWOOD!  4 Bedroom Colonial, Neat As A Pin, with Beamed Ceiling in Living Room, Formal Dining Room, Deep Fenced Yard, Parking Available. Washer/Dryer & Fridge in Basement Included. COMMUTER'S DREAM! Conveniently Located - WALK 4-5 BLOCKS TO NJ TRANSIT TRAIN STATION,Shop-Rite, Elementary School & Local Shopping. Just a Few Minutes Drive to MANHATTAN-ESQUE, STYLISH SHOPS AND RESTAURANTS IN WESTFIELD AND CRANFORD.
40002596	111 Anchor Pl	07027	GARWOOD	NJ	40.655105	-74.316927	NA	5	2.0	2026	4356	1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40002598	107 Anchor Pl	07027	GARWOOD	NJ	40.654928	-74.317095	NA	2	1.0	NA	4356	1950	NA	NA	NA	NA	NA	NA	NA	NA	NA	Recently Painted and Carpeted...Lovely and Large 2nd floor apartment on quiet street very close to NYC Bus and Train and all shopping.  Has Large Liv Rm and Eat in Kitchen, Dining Rm, 2 Brs and Laundry Room with Washer and Dryer. On street parking only (lots of spaces).  Hot water baseboard heat, 3 Built in Air Conditioners. Conveniently located near shopping and NYC Bus and Trains. No pets and no smoking only! Owner Occupied property. Available for occupancy on October 1st.
40002603	102 Anchor Pl	07027	GARWOOD	NJ	40.654681	-74.316605	NA	2	1.0	NA	4791	1930	NA	NA	NA	NA	NA	NA	NA	Residential	NA	Well maintained first floor apartment w/beautiful French doors,hdwd floors, abundant windows, ample closets and large updated Eat-In-Kitchen
40002607	110 Anchor Pl # 112	07027	GARWOOD	NJ	40.655009	-74.31629	NA	1	1.0	NA	7100	1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	Spacious 2nd floor Apartment, with EIK, LR, office, basement washer/dryer hookup, New Refrigerator, Backyard-- Close to town and NJ Transit.
40002609	116 Anchor Pl	07027	GARWOOD	NJ	40.655194	-74.316088	NA	2	1.0	NA	4792	1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40002610	131 Winslow Pl	07027	GARWOOD	NJ	40.655386	-74.316069	NA	1	1.0	2396	3920	1928	NA	NA	NA	NA	NA	NA	NA	NA	NA	Beautiful 1 bedroom with new kitchen with granite counters, gleaming hard wood floors and washer/dryer in basement (as-is).  Open floor plan.  Tons of storage
 Pet friendly.
40002614	113 Winslow Pl # 115	07027	GARWOOD	NJ	40.655004	-74.315411	NA	1	1.0	500	6251	1945	NA	NA	NA	On-street	Gas	Baseboard	Dining room, Walk-in closet	NA	NA	NA
40002616	107 Winslow Pl	07027	GARWOOD	NJ	40.65487	-74.315113	NA	4	NA	1430	4791	1999	NA	NA	NA	Garage - Detached	NA	NA	NA	NA	NA	NA
40002617	20 North Ave	07027	GARWOOD	NJ	40.654729	-74.315024	NA	2	2.0	2766	3093	1904	NA	NA	NA	Garage - Detached	NA	NA	NA	NA	NA	NA
